.dockerignore	b5ae55f2cd3c6e6a318f34ed3273fdd5b6342d05740b4cc50d5edc0c7db8de8c	reviewed	已阅读全文并核对职责、测试/构建入口及现有审查基线；后续统一验证配置一致性。
frontend/src/app-routes/vault.tsx	0c8b3071ba9a770077d3a074c30536a90fe865465033f48a7cf482e422c24a23	reviewed	完整读取；核对路由声明、search收窄、入口鉴权归属、Query与主题挂载及lazy构建配合
frontend/src/app-shell-context.ts	d233d09b8408e70d8e9804f7554645a6ccabdc57acb9eef728567ccdb7dfb704	reviewed	Read complete theme tokens, shell context, HTML metadata, deployment proxy input restrictions and isolated proxy tests; no confirmed regression in these files.
frontend/src/components/__tests__/account-delete-preview.test.tsx	ed7636abb7f95fd0af10b4e43b51baa8d588e92ba563fcd31edbc8d642897917	reviewed	完整读取；核对测试隔离、交互和终态覆盖、布局契约、生产文件规则扫描；共享标签测试已加入回归
frontend/src/components/__tests__/account-health-score.test.tsx	0c4614414aa4a9230fe23c340ff152012d5c9924650d197afb797d4d1c6d430c	reviewed	完整读取；核对测试隔离、交互和终态覆盖、布局契约、生产文件规则扫描；共享标签测试已加入回归
frontend/src/components/__tests__/account-maintenance-status.test.tsx	0b8dbdaf8b911b60f09574f296db48812cecce08fe70b177dfed7f4ed97142ee	reviewed	完整读取；核对测试隔离、交互和终态覆盖、布局契约、生产文件规则扫描；共享标签测试已加入回归
frontend/src/components/__tests__/account-recent-results.test.tsx	a6444addf6fdcfd24909d0ce49daf3140ca790a78d78a2855714866351b37a33	reviewed	完整读取；核对测试隔离、交互和终态覆盖、布局契约、生产文件规则扫描；共享标签测试已加入回归
frontend/src/components/__tests__/account-sync-status.test.tsx	5751eb13d139575bf0b45f2b422c7b8d96941c361b6329e3c0e140ae95523496	reviewed	完整读取；核对测试隔离、交互和终态覆盖、布局契约、生产文件规则扫描；共享标签测试已加入回归
frontend/src/components/__tests__/confirm-action-dialog.test.tsx	ada183e75c3ef8d824d653ff115479a9053e1f02bca1b4c0a5b3b4d0337bdcd6	reviewed	完整读取；核对测试隔离、交互和终态覆盖、布局契约、生产文件规则扫描；共享标签测试已加入回归
frontend/src/components/__tests__/content-loading.test.tsx	c2da9a301ebb6a6f543cb9f375e59bef13186d0b659cfa19648a01504fa37b1c	reviewed	完整读取；核对测试隔离、交互和终态覆盖、布局契约、生产文件规则扫描；共享标签测试已加入回归
frontend/src/components/__tests__/content-retry.test.tsx	1fde215473e535d0240de4d24b71c468deb9ca68c228bfc8454e4d36890c6b9a	reviewed	完整读取；核对测试隔离、交互和终态覆盖、布局契约、生产文件规则扫描；共享标签测试已加入回归
frontend/src/components/__tests__/date-picker-dismiss.test.ts	79f3d92e466febffb33f3156bd2ed3f90d8f575659232b9286384ecff925cbca	reviewed	完整读取；核对测试隔离、交互和终态覆盖、布局契约、生产文件规则扫描；共享标签测试已加入回归
frontend/src/components/__tests__/field-error.test.tsx	867b0481a5b1ef57b2354a17f3ac1c99a95b8547b90c644dc3d34faaba241167	reviewed	完整读取；核对测试隔离、交互和终态覆盖、布局契约、生产文件规则扫描；共享标签测试已加入回归
frontend/src/components/__tests__/field-help-tooltip.test.tsx	8baf688b2c9c4c2ecee3784d03e82fd3311f49a35d59d9db0adc1480f815940a	reviewed	完整读取；核对测试隔离、交互和终态覆盖、布局契约、生产文件规则扫描；共享标签测试已加入回归
frontend/src/components/__tests__/form-field-layout.test.tsx	e19ab5e62eb1364d193bb192929eca257fe185d2423e82d67a6db0378ce97dea	reviewed	完整读取；核对测试隔离、交互和终态覆盖、布局契约、生产文件规则扫描；共享标签测试已加入回归
frontend/src/components/__tests__/manual-auth-accessibility.test.tsx	da525469031534b3a96d8ab6f22f6cac9fcfb7ee28de9a2cdab46f7914411f4c	reviewed	完整读取；核对测试隔离、交互和终态覆盖、布局契约、生产文件规则扫描；共享标签测试已加入回归
frontend/src/components/__tests__/manual-auth-form.test.tsx	0b047a243bdd3022e31a3b8f53cd6f01c86cd7d20a08c27e51ccdeebad4bfdb2	reviewed	完整读取；核对测试隔离、交互和终态覆盖、布局契约、生产文件规则扫描；共享标签测试已加入回归
frontend/src/components/__tests__/multi-select.test.tsx	83b4be58eb1c0526fb4f171726d2452f4143a4c8ab33bb0ec86b1e9b89d69125	reviewed	完整读取；核对测试隔离、交互和终态覆盖、布局契约、生产文件规则扫描；共享标签测试已加入回归
frontend/src/components/__tests__/onboarding-selection-skeleton.test.tsx	a807f254fab790b7da2a82542d8df6c32c5a98ea06db6e202ded708fb54ef0b8	reviewed	完整读取；核对测试隔离、交互和终态覆盖、布局契约、生产文件规则扫描；共享标签测试已加入回归
frontend/src/components/__tests__/onboarding-task-progress.test.tsx	a123edad70219d137f496d8fc66bbe7961580f1abaecbaaa6dd91d018dbf4eb5	reviewed	完整读取；核对测试隔离、交互和终态覆盖、布局契约、生产文件规则扫描；共享标签测试已加入回归
frontend/src/components/__tests__/operation-error-toast.test.tsx	03b5da7f4b366b5e61181af7f12653e6972c3b0aed372da109d2a45b150f05cc	reviewed	完整读取；核对测试隔离、交互和终态覆盖、布局契约、生产文件规则扫描；共享标签测试已加入回归
frontend/src/components/__tests__/page-actions.test.tsx	4ab4a8be0168d4db2aa3fc4f64608183ca92a6228e36ad4287559b2e03cd06bd	reviewed	完整读取；核对测试隔离、交互和终态覆盖、布局契约、生产文件规则扫描；共享标签测试已加入回归
frontend/src/components/__tests__/page-heading.test.tsx	8093e4a0c8eeaf340f69d19ade2dba86e4d8058d5bc95ca07970ea3ba72eb795	reviewed	完整读取；核对测试隔离、交互和终态覆盖、布局契约、生产文件规则扫描；共享标签测试已加入回归
frontend/src/components/__tests__/page-layout.test.tsx	0ee596655d0ebcdce07e0b643f5dc3f99c57ee64781da5d1343933db022d5c4f	reviewed	完整读取；核对测试隔离、交互和终态覆盖、布局契约、生产文件规则扫描；共享标签测试已加入回归
frontend/src/components/__tests__/page-loading-skeleton.test.tsx	1863c9d553e90f1b55cb3f624914e3e6f970bdec5655edb6bae56e7c96e5846b	reviewed	完整读取；核对测试隔离、交互和终态覆盖、布局契约、生产文件规则扫描；共享标签测试已加入回归
frontend/src/components/__tests__/query-error-toast.test.tsx	0ec1aa277ed34034c3387e0264319bff8bda5b97bde832d5f1284f1756ba2452	reviewed	完整读取；核对测试隔离、交互和终态覆盖、布局契约、生产文件规则扫描；共享标签测试已加入回归
frontend/src/components/__tests__/refresh-button.test.tsx	5bf2dbb05688c1947a22077173c9dd1357f869894ea44a85ce01ff88d0afa926	reviewed	完整读取；核对测试隔离、交互和终态覆盖、布局契约、生产文件规则扫描；共享标签测试已加入回归
frontend/src/components/__tests__/result-summary-row.test.tsx	1b3a14c38fc4fb240a6f8b8460f0a952ea7b5590cd0d2ebc41262b585ded1334	reviewed	完整读取；核对测试隔离、交互和终态覆盖、布局契约、生产文件规则扫描；共享标签测试已加入回归
frontend/src/components/__tests__/status-badge.test.tsx	fab634e1def49754247ed23a0254733110a055870d0dc2a40a940f30ce4410a0	reviewed	完整读取；核对测试隔离、交互和终态覆盖、布局契约、生产文件规则扫描；共享标签测试已加入回归
frontend/src/components/__tests__/table.test.tsx	16bc20885bca1deb9ae041948b0630596846cfeb461efdcadf57981c009bb791	reviewed	完整读取；核对测试隔离、交互和终态覆盖、布局契约、生产文件规则扫描；共享标签测试已加入回归
frontend/src/components/__tests__/task-startup-state.test.tsx	f9f09312a253d9b12ea3134fd9858bdb74931365ed7c5bbbba0065facbfca1d5	reviewed	完整读取；核对测试隔离、交互和终态覆盖、布局契约、生产文件规则扫描；共享标签测试已加入回归
frontend/src/components/__tests__/toolbar-controls.test.tsx	7b08cc5054d8269c5bf4c4e55cc3b576f54f953f74a96e418a9e21d8eaa919df	reviewed	完整读取；核对测试隔离、交互和终态覆盖、布局契约、生产文件规则扫描；共享标签测试已加入回归
frontend/src/components/__tests__/upstream-action-dialog.test.tsx	170e45288810f8dcd5993c8c6ef080847d38f7611ac1e4b263207cebc6786168	reviewed	完整读取；核对测试隔离、交互和终态覆盖、布局契约、生产文件规则扫描；共享标签测试已加入回归
frontend/src/components/__tests__/upstream-delete-status.test.tsx	e0c5e2cfe17b64206cee1ad8b89d4a747751ac434f8b50b1db0b72f1dc2631e0	reviewed	完整读取；核对测试隔离、交互和终态覆盖、布局契约、生产文件规则扫描；共享标签测试已加入回归
frontend/src/components/__tests__/upstream-sync-status.test.tsx	ad37806214d82f5d8bef5aa8fb36399eb7ebd9d1556ebf3935890c03f2327131	reviewed	完整读取；核对测试隔离、交互和终态覆盖、布局契约、生产文件规则扫描；共享标签测试已加入回归
frontend/src/components/__tests__/upstream-task-terminal-state.test.tsx	d15ecd0ecdbbf8ae597929a8439864ee92246c43806c2d30d6dee97785026a73	reviewed	完整读取；核对测试隔离、交互和终态覆盖、布局契约、生产文件规则扫描；共享标签测试已加入回归
frontend/src/components/account-health-score.tsx	a33f05e9cbd9ecfb633ac2a1ef3324f46cf379ae34018864f4df646f0451e9e9	reviewed	完整读取；核对健康评分与样本展示、日期控件、确认及加载边界、筛选键盘及范围校验
frontend/src/components/account-recent-results.tsx	1b57747096e3d2004c46ed7ba045578ff5fc7478f195f6e499dc26d41cc0d3c0	reviewed	完整读取；核对健康评分与样本展示、日期控件、确认及加载边界、筛选键盘及范围校验
frontend/src/components/aria-date-primitives.tsx	762ef765e0fdd60edbf2bf61cee87414a2a5a296d9fa96bdc08d893c5aab8a5d	reviewed	完整读取；核对健康评分与样本展示、日期控件、确认及加载边界、筛选键盘及范围校验
frontend/src/components/confirm-action-dialog.tsx	f049b15fa21fedb102b577c7453ce9b6b217b0ea7d2e13387a127270468bc4e3	reviewed	Reviewed entire source and latest changes: maintenance retry, identity/version checks, private result persistence, cancellation and UI regression boundaries; prototype-key crashes reproduced and corrected.
frontend/src/components/content-loading.tsx	096b84bf94e023d54f6855bdc3b86413751fa56135264415a0bc48cf5faf00bc	reviewed	完整读取；核对健康评分与样本展示、日期控件、确认及加载边界、筛选键盘及范围校验
frontend/src/components/content-retry.tsx	8925679cdab687b107151ad130d6b83198f1fc9ddcf05dda75f02f07ccafa249	reviewed	完整读取；核对健康评分与样本展示、日期控件、确认及加载边界、筛选键盘及范围校验
frontend/src/components/data-table/__tests__/action-button.test.tsx	c9622cdf6d187901e0f9c59d269bb92ae0fe4aecd6583fa985eaf8f4ae771b50	reviewed	完整读取；核对测试隔离、交互和终态覆盖、布局契约、生产文件规则扫描；共享标签测试已加入回归
frontend/src/components/data-table/__tests__/empty-state.test.tsx	80f80665c9a66cb3b3c19bbf17ed25b2aeb17f316587f0303f6dd02046d4272b	reviewed	完整读取；核对测试隔离、交互和终态覆盖、布局契约、生产文件规则扫描；共享标签测试已加入回归
frontend/src/components/data-table/__tests__/filter-menu.test.tsx	5e08d3e59640510cd5582ba6bc969aab63ccdd6f0415eefaead1d82ae72d3bf3	reviewed	完整读取；核对测试隔离、交互和终态覆盖、布局契约、生产文件规则扫描；共享标签测试已加入回归
frontend/src/components/data-table/__tests__/filter-toolbar.test.tsx	b594a19e43f81f07bbaa427e3d55ebdd75d18e2f151c53b4c841ec37f21374d2	reviewed	完整读取；核对测试隔离、交互和终态覆盖、布局契约、生产文件规则扫描；共享标签测试已加入回归
frontend/src/components/data-table/__tests__/number-range-filter.test.tsx	31eb6ce5211bd3559d58d9fe302b745a54f46eae60f6fa7810281399ba3f4874	reviewed	完整读取；核对测试隔离、交互和终态覆盖、布局契约、生产文件规则扫描；共享标签测试已加入回归
frontend/src/components/data-table/__tests__/pagination-layout.test.tsx	ff9b0b0e82f54f59e2ea4f00e2e6aac19e5bb58aefa6aa05f290cd17c3aacdc1	reviewed	完整读取；核对测试隔离、交互和终态覆盖、布局契约、生产文件规则扫描；共享标签测试已加入回归
frontend/src/components/data-table/__tests__/pagination.test.tsx	e03a82ac138c2b5ca3bac080ad5a1d9be5ce801b0d7632873a6bb938f64b235e	reviewed	完整读取；核对测试隔离、交互和终态覆盖、布局契约、生产文件规则扫描；共享标签测试已加入回归
frontend/src/components/data-table/__tests__/table-panel.test.tsx	49b81838513033ca6f8f4c235ef705b20d23f2f5b5d0088e3fa5aec0cf69f2db	reviewed	完整读取；核对测试隔离、交互和终态覆盖、布局契约、生产文件规则扫描；共享标签测试已加入回归
frontend/src/components/data-table/empty-state.tsx	fecd6b24d601d5cdda5a6c04213c833e24a4e794cda6d2cf46909e96eabc69bd	reviewed	完整读取；核对健康评分与样本展示、日期控件、确认及加载边界、筛选键盘及范围校验
frontend/src/components/data-table/filter-menu.tsx	71df4689298d3b5d6525777ee577b42ca811ee5742c227b8a80ddea4fc5e6fc9	reviewed	完整读取；核对健康评分与样本展示、日期控件、确认及加载边界、筛选键盘及范围校验
frontend/src/components/data-table/filter-toolbar.tsx	6a750367ab3496ac5905588e281d02bbbbbb307a19c7cc88a493997434ad2afe	reviewed	完整读取；核对健康评分与样本展示、日期控件、确认及加载边界、筛选键盘及范围校验
frontend/src/components/data-table/number-range-filter.tsx	e8d1e8766142c403dd28efaf5e1e45341302403d910ae7bad169a69d4c6808e6	reviewed	完整读取；核对健康评分与样本展示、日期控件、确认及加载边界、筛选键盘及范围校验
frontend/src/components/data-table/pagination.tsx	7bd286cc6039c8a888311c4d343b6a83d0c4551afdc5efe0ddf9c0f346d74adc	reviewed	完整读取；核对分页选择、编辑器生命周期和查找限制、共享弹层及表格；Select字典和MultiSelect嵌套按钮键盘行为发现候选并补回归
frontend/src/components/data-table/search-field.tsx	941ed78a6a756fef0a1f2ea8942a3e0a0967a41567ba3bc7796978f734a01d72	reviewed	完整读取；核对分页选择、编辑器生命周期和查找限制、共享弹层及表格；Select字典和MultiSelect嵌套按钮键盘行为发现候选并补回归
frontend/src/components/data-table/selection-toolbar.tsx	04510ebe5a898e35391609620032ccfea89b5d72b3f1be18182319fdacfce9f6	reviewed	完整读取；核对分页选择、编辑器生命周期和查找限制、共享弹层及表格；Select字典和MultiSelect嵌套按钮键盘行为发现候选并补回归
frontend/src/components/data-table/table-action-button.tsx	70e76f0c5b06b1756ab3145a9043e9a253de131d840f8db4d9768c291939d5ce	reviewed	完整读取；核对分页选择、编辑器生命周期和查找限制、共享弹层及表格；Select字典和MultiSelect嵌套按钮键盘行为发现候选并补回归
frontend/src/components/data-table/table-panel.tsx	07f2be66c3a9a45a1a2d0ee8596bfca2369a13a4e2221d0c1f75ce3f900118b2	reviewed	完整读取；核对分页选择、编辑器生命周期和查找限制、共享弹层及表格；Select字典和MultiSelect嵌套按钮键盘行为发现候选并补回归
frontend/src/components/date-picker.tsx	8793709d70142ccdf7f91e9f8a3b3a8194ae36de6d84fcd3587a9595e53f14ed	reviewed	完整读取；核对分页选择、编辑器生命周期和查找限制、共享弹层及表格；Select字典和MultiSelect嵌套按钮键盘行为发现候选并补回归
frontend/src/components/date-time-picker-utils.ts	034abed5baf7ec6aba7925430f44592ff4617d2ffcd6a85fea1ca01c6a28d2fb	reviewed	完整读取；核对分页选择、编辑器生命周期和查找限制、共享弹层及表格；Select字典和MultiSelect嵌套按钮键盘行为发现候选并补回归
frontend/src/components/field-error.tsx	d7f6950cd9efbab31732e83e472c6e18182f712ef04e33a9930029756b081bfa	reviewed	完整读取；核对分页选择、编辑器生命周期和查找限制、共享弹层及表格；Select字典和MultiSelect嵌套按钮键盘行为发现候选并补回归
frontend/src/components/field-help-tooltip.tsx	2b3f6b3f7156ec11dcdeed0ed32e5479f2f15fe9e25d0150c03882c1627b10b0	reviewed	完整读取；核对分页选择、编辑器生命周期和查找限制、共享弹层及表格；Select字典和MultiSelect嵌套按钮键盘行为发现候选并补回归
frontend/src/components/form-field.tsx	0c240f139725d9b2784ea65f42cdbf85bd8b765f74daf0e89fbc66ca16a3dc99	reviewed	完整读取；核对分页选择、编辑器生命周期和查找限制、共享弹层及表格；Select字典和MultiSelect嵌套按钮键盘行为发现候选并补回归
frontend/src/components/form-field/__tests__/accessibility.test.tsx	ab42c4b75be913778b5e32bfb4389ad51ed463c1408af099b0bedc05b54bade6	reviewed	完整读取；核对测试隔离、交互和终态覆盖、布局契约、生产文件规则扫描；共享标签测试已加入回归
frontend/src/components/form-fields-skeleton.tsx	70e6bda7ff98af66d2753720d0111efd4c5a272c6bc583d5a1792cf87c3ce397	reviewed	完整读取；核对分页选择、编辑器生命周期和查找限制、共享弹层及表格；Select字典和MultiSelect嵌套按钮键盘行为发现候选并补回归
frontend/src/components/json-editor.tsx	ccb3a5018af3a96f266064dfe994cb552ca8c2d93ed34574aa2913b96f12096a	reviewed	完整读取；核对分页选择、编辑器生命周期和查找限制、共享弹层及表格；Select字典和MultiSelect嵌套按钮键盘行为发现候选并补回归
frontend/src/components/json-editor/__tests__/formatting.test.ts	80225d92b83889298b66c3c2adda330f05131c40b2e21ced8f4d8911078bb4f6	reviewed	完整读取；核对测试隔离、交互和终态覆盖、布局契约、生产文件规则扫描；共享标签测试已加入回归
frontend/src/components/json-editor/editor-action.tsx	784c5faa13e74caecd88368f61b2251c6627c516a427db5b37eaa88ccda2c0ce	reviewed	完整读取；核对分页选择、编辑器生命周期和查找限制、共享弹层及表格；Select字典和MultiSelect嵌套按钮键盘行为发现候选并补回归
frontend/src/components/json-editor/editor.tsx	310c22b5736be69139de4fcbf4a18c4156e98d1647a24edb181f86af3f8f83c2	reviewed	完整读取；核对分页选择、编辑器生命周期和查找限制、共享弹层及表格；Select字典和MultiSelect嵌套按钮键盘行为发现候选并补回归
frontend/src/components/json-editor/form-field.tsx	afcbb2df5ec8edaa634dcc825e4af3185f8ca41f346b96fc4da477dd8d914fa8	reviewed	完整读取；核对分页选择、编辑器生命周期和查找限制、共享弹层及表格；Select字典和MultiSelect嵌套按钮键盘行为发现候选并补回归
frontend/src/components/json-editor/json-document.ts	9811ab76600da43a5097afbe8e5b8a7e30b1d684393555372b279ea0a770e300	reviewed	完整读取；核对分页选择、编辑器生命周期和查找限制、共享弹层及表格；Select字典和MultiSelect嵌套按钮键盘行为发现候选并补回归
frontend/src/components/json-editor/search-options.tsx	22d9e6938f8d00ceeaf418df3dde0963da7844ab8d1c7b16c8a57b9ea83b4eff	reviewed	完整读取；核对分页选择、编辑器生命周期和查找限制、共享弹层及表格；Select字典和MultiSelect嵌套按钮键盘行为发现候选并补回归
frontend/src/components/json-editor/search-panel-state.ts	b580ecba61969bf66e9d9b703909029e622d4d4350519335209bf49c90755c05	reviewed	完整读取；核对分页选择、编辑器生命周期和查找限制、共享弹层及表格；Select字典和MultiSelect嵌套按钮键盘行为发现候选并补回归
frontend/src/components/json-editor/search-panel.tsx	91856c241e86eef935603f67c6186888c2eb910f767b07767a5fb3a7f5d592f3	reviewed	完整读取；核对分页选择、编辑器生命周期和查找限制、共享弹层及表格；Select字典和MultiSelect嵌套按钮键盘行为发现候选并补回归
frontend/src/components/json-editor/theme.ts	f167fe97224b2602a588b0975759acb48742f6ae18b6f18f145efc2367db4366	reviewed	完整读取；核对分页选择、编辑器生命周期和查找限制、共享弹层及表格；Select字典和MultiSelect嵌套按钮键盘行为发现候选并补回归
frontend/src/components/json-editor/toolbar.tsx	5adf661bf01f42acf5da495fdac03359dfc058a7d4495981a35190edff7f9f3c	reviewed	完整读取；核对分页选择、编辑器生命周期和查找限制、共享弹层及表格；Select字典和MultiSelect嵌套按钮键盘行为发现候选并补回归
frontend/src/components/json-editor/types.ts	53a958f6292c4c4641e5c946e3444d4fab748d9d3b296abc2202d150b5834cfd	reviewed	完整读取；核对分页选择、编辑器生命周期和查找限制、共享弹层及表格；Select字典和MultiSelect嵌套按钮键盘行为发现候选并补回归
frontend/src/components/multi-select.tsx	82e1a19e36067ecede75c8e5f38ef60cdc7e1d7adfc537c1c1bd139bc62d513e	reviewed	完整读取；字典仅访问自有属性、嵌套标签展开按钮键盘事件不触发外层；先红后绿，35相关用例通过
frontend/src/components/multi-select/__tests__/disabled.test.tsx	342b51e8cda4d1a14e0eca2e1c36334777e77f12f88363fc2354ec7c8869ee02	reviewed	完整读取；核对测试隔离、交互和终态覆盖、布局契约、生产文件规则扫描；共享标签测试已加入回归
frontend/src/components/multi-select/__tests__/keyboard.test.tsx	b0a6473505b5f3917ff66ebcd2b3bafb451ae4efb1dce1d19402da7bc2da36fb	reviewed	完整读取；字典仅访问自有属性、嵌套标签展开按钮键盘事件不触发外层；先红后绿，35相关用例通过
frontend/src/components/onboarding-selection-skeleton.tsx	511061807daa50f3c0b4afd794d5132eed5440ead9d9a87ccae48958434c7d1e	reviewed	完整读取；核对分页选择、编辑器生命周期和查找限制、共享弹层及表格；Select字典和MultiSelect嵌套按钮键盘行为发现候选并补回归
frontend/src/components/operation-error-details.tsx	5e43713158b7de14db34ea82968e03ae51dcf6f9244c40bf740bf7f3de35d20d	reviewed	完整读取；核对分页选择、编辑器生命周期和查找限制、共享弹层及表格；Select字典和MultiSelect嵌套按钮键盘行为发现候选并补回归
frontend/src/components/page-action-menu.tsx	5ce30b203b9db8273aa638c056a380f6d12a106f31924d053379e2b19e02f0e7	reviewed	完整读取；核对分页选择、编辑器生命周期和查找限制、共享弹层及表格；Select字典和MultiSelect嵌套按钮键盘行为发现候选并补回归
frontend/src/components/page-actions.tsx	8bf756063fc1e3ce7b67243ea946de4cac1e14cf5425f596e1096745a4dc1047	reviewed	完整读取；核对分页选择、编辑器生命周期和查找限制、共享弹层及表格；Select字典和MultiSelect嵌套按钮键盘行为发现候选并补回归
frontend/src/components/page-heading.tsx	29f3e550ab447e3e456da4d7fbd2ab6589e55964c45a538068222e526587ce13	reviewed	完整读取；核对分页选择、编辑器生命周期和查找限制、共享弹层及表格；Select字典和MultiSelect嵌套按钮键盘行为发现候选并补回归
frontend/src/components/page-layout.tsx	56be6d34cc3fe98dcbc6776c15208c433ea0c65efc8d5b9b8cac391246f26618	reviewed	完整读取；核对分页选择、编辑器生命周期和查找限制、共享弹层及表格；Select字典和MultiSelect嵌套按钮键盘行为发现候选并补回归
frontend/src/components/page-loading-skeleton.tsx	ee970872f6f853649c369a878c5c429797c4340ce4654fd2f3c612ab6797ad3f	reviewed	完整读取；核对分页选择、编辑器生命周期和查找限制、共享弹层及表格；Select字典和MultiSelect嵌套按钮键盘行为发现候选并补回归
frontend/src/components/query-error-toast.tsx	8139e505a0466945110ee3489618c917f2383901dbe4c236da2ca37001469ba4	reviewed	完整读取；核对分页选择、编辑器生命周期和查找限制、共享弹层及表格；Select字典和MultiSelect嵌套按钮键盘行为发现候选并补回归
frontend/src/components/refresh-button.tsx	798a68d3d020591cd7663a1ba0fdf221ecb5980eed634dc9e0661ca5a4437ac6	reviewed	完整读取；核对分页选择、编辑器生命周期和查找限制、共享弹层及表格；Select字典和MultiSelect嵌套按钮键盘行为发现候选并补回归
frontend/src/components/result-summary-row.tsx	1c8a8edcc8f7bfefa3535514fde215c7cdbc9ef8c3255dd2eec49b1ef8128597	reviewed	完整读取；核对分页选择、编辑器生命周期和查找限制、共享弹层及表格；Select字典和MultiSelect嵌套按钮键盘行为发现候选并补回归
frontend/src/components/sortable-list.tsx	6c88d4d558c11de5c05c1cfffc40f50779548064cf79771801fcf40af08a74ca	reviewed	完整读取；核对分页选择、编辑器生命周期和查找限制、共享弹层及表格；Select字典和MultiSelect嵌套按钮键盘行为发现候选并补回归
frontend/src/components/sortable-list/__tests__/handle.test.tsx	9d81a1d78becbdda9606be50c22f85c3733777ca7bb67accf94143b697c44a1f	reviewed	完整读取；核对测试隔离、交互和终态覆盖、布局契约、生产文件规则扫描；共享标签测试已加入回归
frontend/src/components/startup-loading.tsx	68d79167b2448451b098ec3c8d25e05081a05d93e333fe922e9686c3ad83259b	reviewed	完整读取；核对分页选择、编辑器生命周期和查找限制、共享弹层及表格；Select字典和MultiSelect嵌套按钮键盘行为发现候选并补回归
frontend/src/components/status-badge.tsx	b40db679554d26856b0c09b7c92aafcbfac4c3c01d08075cdcc16d8c5c802eda	reviewed	完整读取；核对分页选择、编辑器生命周期和查找限制、共享弹层及表格；Select字典和MultiSelect嵌套按钮键盘行为发现候选并补回归
frontend/src/components/task-startup-state.tsx	f604db217e6cfa8de2bea3088a0eec90a0bf8d840cb87a60519cbc7577856f00	reviewed	完整读取；核对分页选择、编辑器生命周期和查找限制、共享弹层及表格；Select字典和MultiSelect嵌套按钮键盘行为发现候选并补回归
frontend/src/components/ui/__tests__/badge-layout.test.tsx	6bc913d78af933fc4d1386cf215b2e489abb1543d347363b9bb624c644f53595	reviewed	完整读取；核对测试隔离、交互和终态覆盖、布局契约、生产文件规则扫描；共享标签测试已加入回归
frontend/src/components/ui/__tests__/button-sizing.test.tsx	f3820845dcdc3f2c679a351541e5cb701d890ca2e41bfc9f930c75f44244b573	reviewed	完整读取；核对测试隔离、交互和终态覆盖、布局契约、生产文件规则扫描；共享标签测试已加入回归
frontend/src/components/ui/__tests__/button.test.tsx	94c9eaa2c10f7bb5dbc0cad932e16e8bf13113c3d3551215622083a18e5d384b	reviewed	完整读取；核对测试隔离、交互和终态覆盖、布局契约、生产文件规则扫描；共享标签测试已加入回归
frontend/src/components/ui/__tests__/card-layout.test.tsx	04b0770099862e636c6d4dfa3400017e0925787c3e4b6eff90a7adc8c76b76cc	reviewed	完整读取；核对测试隔离、交互和终态覆盖、布局契约、生产文件规则扫描；共享标签测试已加入回归
frontend/src/components/ui/__tests__/dialog-content-layout.test.ts	f2d38e65f94287c38c2e30255310e8885f37099032a6464598888d5d4804c40e	reviewed	完整读取；核对测试隔离、交互和终态覆盖、布局契约、生产文件规则扫描；共享标签测试已加入回归
frontend/src/components/ui/__tests__/dialog-focus.test.tsx	6748cf250c6a88129d00d476721425fb70d879319bc24ecf435722e58f4e4a8e	reviewed	完整读取；核对测试隔离、交互和终态覆盖、布局契约、生产文件规则扫描；共享标签测试已加入回归
frontend/src/components/ui/__tests__/dropdown-search-focus.test.ts	a2f7fa0187b4f439b14e1643348cd0da4be39cbb7b0c3e9d085c3ee59ad8723e	reviewed	完整读取；核对测试隔离、交互和终态覆盖、布局契约、生产文件规则扫描；共享标签测试已加入回归
frontend/src/components/ui/__tests__/focus-policy.test.js	3697d24ff2eb87b2a909395bf7eb8a28cbabc28536838c6ee83f3ea0f63289e4	reviewed	完整读取；核对测试隔离、交互和终态覆盖、布局契约、生产文件规则扫描；共享标签测试已加入回归
frontend/src/components/ui/__tests__/native-title-attributes.test.js	0c5f91967e3e6c7661529736ff3239a4f758cba1f13a5d6c262c77682f860799	reviewed	完整读取；核对测试隔离、交互和终态覆盖、布局契约、生产文件规则扫描；共享标签测试已加入回归
frontend/src/components/ui/__tests__/overlay-layout.test.tsx	89c8fcad551bc15483c84e8176b2984654dbc2bb6ccb50172bd8d561a95a721b	reviewed	完整读取；核对测试隔离、交互和终态覆盖、布局契约、生产文件规则扫描；共享标签测试已加入回归
frontend/src/components/ui/__tests__/segmented-control.test.tsx	a17567fda69fa25d719efa6534b4d607cf46478c61a3789acfcb44450bcab5c1	reviewed	完整读取；核对测试隔离、交互和终态覆盖、布局契约、生产文件规则扫描；共享标签测试已加入回归
frontend/src/components/ui/__tests__/select.test.ts	46417a27b162f35f4141ddd5a05595db8cb31c193db8979afe870ce924957bc4	reviewed	Reviewed current implementation and incremental changes: scope binding, no replay checkpoint lifecycle, identity index semantics, redaction, loading and error states, API contract and browser regression coverage.
frontend/src/components/ui/__tests__/selection-layout.test.tsx	0273f2628864a9a4397a7bfec5684ea526a12656c80f428e32d8478aa6f50bd4	reviewed	完整读取；核对测试隔离、交互和终态覆盖、布局契约、生产文件规则扫描；共享标签测试已加入回归
frontend/src/components/ui/__tests__/skeleton.test.tsx	7566c92bf3f3d05e482801967417e30df189ff397a0db8fea362396ba35ee796	reviewed	完整读取；核对测试隔离、交互和终态覆盖、布局契约、生产文件规则扫描；共享标签测试已加入回归
